customer_unique_id,product_id,avg_review_score,segment
00053a61a98854899e70ed204dd4bafe,58727e154e8e85d84052cd22b0136c84,4.583333333333333,3
00053a61a98854899e70ed204dd4bafe,62984ea1bba7fcea1f5b57084d3bf885,4.0,3
0005e1862207bf6ccc02e4228effd9a0,e24f73b7631ee3fbb2ab700a9acaa258,3.5,4
00090324bbad0e9342388303bb71ba0a,f6fa93875f4a7dac03e0a22143f4d815,4.24,4
0010a452c6d13139e50b57f19f52e04e,c7796bc610cc40ed7935b75fced0aa0e,1.0,2
0010fb34b966d44409382af9e8fd5b77,9d32095f76b97762307e86cfc18dd7a0,3.611111111111111,2
0011805441c0d1b68b48002f1d005526,02034d6c9c4814a08a3a0f5a6ad84332,3.0,2
00191a9719ef48ebb5860b130347bf33,9fc98e39f04be8e382d8aa5e259f5489,3.1578947368421053,4
001926cef41060fae572e2e7b30bd2a4,5d66715cc928aadd0074f61332698593,4.0625,4
001926cef41060fae572e2e7b30bd2a4,8c4851c8c9bb79e51a0f3c16cb499cd7,4.5,4
0019da6aa6bcb27cc32f1249bd12da05,4a0356df7b44fc692a2dbd9c5a67a1da,1.0,3
0025795df7a7d077c4c90162fa820085,5c2bb11cf2149bd4d9fffcc1246458c3,4.35,3
0025795df7a7d077c4c90162fa820085,68bf40b3abd5ffc25981c25df9ed9087,4.466666666666667,3
0027324a96d26a2bc7d69262f83c8403,27a7e832bcfcd69ff687d611c3e79cbd,4.5,4
002feefec5af0a3b26ee7839c66d205e,368c6c730842d78016ad823897a372db,3.9175257731958766,3
0032ca69771a7758ce643258bb9e4ac7,69fb24f0cd077f460768e66b89c3565e,5.0,4
0036d365b138cc0ee06bed755bcb5044,40e8b425d1a26e2d9cb77363523e05ce,3.9090909090909087,4
0037d2bbb9ebc39d9114aea27ee16d72,872e6a0048c42c52c5bf50c2780a706f,5.0,4
0037eb1ff742ee2e71ba887f65f3c6f3,785c2986ce8232a718aaad761ac2a321,4.75,2
003c2067070f5b3d923235b1ea1cc17b,781afe929e3016a667f5f439afd55fce,4.152542372881356,4
003d56767e53e08671de00da3fba8d40,94950d6ddd0b24c0d15f7f09d61a8148,3.8333333333333335,2
003db7adfcdc49857b095a50191b6c9d,1cc61b32763a4d816212b3507b6b6c59,4.636363636363637,2
003f4901fdb60ae9c1e2538b84c208e1,b7f980dbd49d4059a8c4acbada394e4b,4.5,4
003fb95e849e71e732629d94bb92762f,65b8088cea1e67b54a517052979d07a0,4.0,2
003fee4ca17927283128c7ddc6f9311b,024063adde9af865418b7da3dd897b98,4.0,4
004177f7bf62929186b32c7fdaa6157b,8ed094bfe076c568f6bb10feada3f75d,3.4428571428571435,3
004288347e5e88a27ded2bb23747066c,6e1b14d3cbb5fb3a2c00351007127dfd,4.166666666666667,1
004288347e5e88a27ded2bb23747066c,a2bd2eae20998a24c22b110334928b02,5.0,1
0043d65f8039b4a4d43bc7b0f450ac2c,fd28b464cf1660a67606f7b48c8c38c6,4.666666666666667,4
00444f48f6c9b55657e49435ce3a97ca,06c6e01186af8b98ee1fc9e01f9471e9,4.416666666666667,2
0046311f458d8041b00063cb99482903,c9ea06f7fd4bd778e96031f46f60dfb9,4.0,4
0047f3e16441284d757a8963344f6c59,e070a61270050c4b1b704300f331cca6,4.5625,4
0049db44bfd6cee26ac9c649329ff6ea,a695ab8413ea83619cde9b18292d6aa1,4.0,3
004a432489f6630c6dfd3fc4454603f5,0502d1a36be75bd36b452f31c6ed264a,4.153846153846153,4
004b45ec5c64187465168251cd1c9c2f,a6ad77b15e566298a4e8ee2011ab1255,4.3,1
004b45ec5c64187465168251cd1c9c2f,b0961721fd839e9982420e807758a2a6,4.125984251968505,1
004df63539fd5e38d4b0a0506de7549c,5faf912b4044bad95a8c882863473ba5,3.0,2
004ed862ea4e55f18868d3d782d10879,c45f017c36f9112a8bb4f170edfb1870,4.4375,4
00543330561a9088f8b3879114a7b008,4464ecc5c8cd38eff5beae1484f80166,4.545454545454546,4
0055bbb9c95f6acb8db89d1f6c316407,d46fdf0e0cf02b09e384924d6ba77e57,4.666666666666667,4
005754cb59f8ee5cdbb5cda9d138757e,05f0fe07929d35be0748fac56eecbeb2,5.0,4
005754cb59f8ee5cdbb5cda9d138757e,2dd91cf063cf57cb0eebef072746daab,4.545454545454546,4
0057f64bff87f4698b4cbd338d62a2a8,3630dfb4709c08ff762e5fba24d4341c,4.0,4
0058f300f57d7b93c477a131a59b36c3,4630761de87581e8b659dc77bb7eb4ee,5.0,1
0058f300f57d7b93c477a131a59b36c3,6bd248f93425ceeb625a8a97e2404112,4.380952380952381,1
005e32bc930906dc6b65fb9d11cce3e2,ae6b739ab6e9d7991fb2ddd70f9c0b6b,4.384615384615385,4
005f060d4223956c62b64e9567a36f0f,26abb7e42cded69ba9b3736643ebeb39,3.0,2
005f4b46e70bbd3295a38e2fd28d6566,aa0d48704d551d1247be98ca06dfa990,4.5,4
005f6fa02633470267dcd1e3ecd0fa79,b2b3503e675abbc07e278151da072ed2,5.0,2
0062adafa3846d9f372d8f1bde591b24,9545d45c37449ccbc376de3a04c66e71,4.264150943396227,4
0064a1b5f5cddd047c987b988a90c8c1,368c6c730842d78016ad823897a372db,3.9175257731958766,4
00651d97d964127ccfc0e2e55464876d,1c928305f64aa4a643ca1c969c0abad7,3.6666666666666665,3
0065f6fb341f013a95a8e11cdc98d07a,85f709dd4e8f207aecdfaeba8581c1f0,3.0,4
006c10bfead12ac8d90486fb4ce4e603,d04857e7b4b708ee8b8b9921163edba3,4.285714285714286,4
006e937bd5a5e32043018a6d1521b5d5,afeeea6271148ee1bb15173b8187c431,4.452830188679245,4
00705dcbc0b9cad67abd658612770905,1bbab10ac1cf79799f5c997e4817c46a,5.0,4
00728bae3dec9c16b2193ab7e3195eb7,045c0f3faa3d81ff1af071e0811b2711,4.2,4
00737247e3dc1942da2c527ef3bd2709,ea3be87c5c6c69043c9eb7836199c200,2.5,3
00762eafc5dac5fc1574f91e9b7c9b67,43e09fcb6175856e87a4d9b91321addb,4.428571428571429,4
00776f3807b128beca64cd0b27138d92,657247f6f60543b93e3cc708a8e6329c,3.90625,4
0078bb0f0d23e922d08437b7d0e13907,4473f3e5c65952b074ef987fa5c24662,3.7647058823529416,4
007953b3182d5ccc9189a694f5c68163,c6dd917a0be2a704582055949915ab32,4.241666666666666,3
0079b7407a428543a7f178cc09164035,72f2ba8b34e02757c445970388158e46,4.5,2
007a2fab7046647dad04fe7d08c57820,c9c455f9fd8ca66d3ff7f90a249753b4,4.333333333333333,4
007ad549acb91673f04eac22c0568114,cc1cb33bcc814aeaa4631761a34bd23e,3.9444444444444446,4
007ba48697b079e78f168b051462dd1b,fbce4c4cb307679d89a3bf3d3bb353b9,3.983333333333333,3
007d9f716ead2bc8712255271a38f609,398f22ec36f9955449190bf09e971d83,5.0,4
00842c7d0cedb9e1edad8e9b7d148f09,e0ab3fcfb0c3a63324f2797e03bc4199,5.0,4
008ca52811784a181c8c88e8d66b49db,05d59e1191b873b988a6db5663923260,5.0,4
008ea5bdd1a99fb584cce7739349da75,7e48d9554094858ee2269c4ef809f50e,4.545454545454546,4
009301957bc7714394865c44650d8060,617186c3d97ea56c9c683a8a3974e8c1,4.3052631578947365,3
0093c499f4f9c0e169ead490aa62ce3e,39342c8e5e512bb1757779a3821a450f,5.0,4
0093dbe7f479386a92095026decf825d,7b85e3deef35afd6ebed5461ee8f0641,3.4705882352941178,4
00950dbc783342e164c24e09023ebcb7,990d135e28e075648cb7d83198fdccf4,4.814814814814816,4
009671b5dc80cdf32aeb5850868ba81c,7c21d2794fad14d186b2bcd9b07a8298,3.5,4
0096c18412349537abc45e350581cbbc,e9a69340883a438c3f91739d14d3a56d,4.0,3
009a3ad0cbdfc7f5481488472f72e8b1,7ce94ab189134e2d3c05f496d635419c,4.0566037735849045,4
009dd7b313c04f4ccd9d4e423bc04ba7,0a9bdadab17a9b0f258f64d11a0adf7b,2.363636363636364,4
00a02d822b18db532e50e0607e615f3b,62f423e57a8c157d3877ee5867d7db88,4.642857142857143,4
00a1d0d7d91c17c634d6896ce10ce1c6,a09fb9f597a4b8a13ab0c72d70c77081,3.4444444444444446,2
00a33236962b4ac37fd25275be9c206b,87805e636e977dafc7329bb3c4a383d6,5.0,4
00a3a868d6047bac2888d27b16743ba0,fcf6ad274391aea29f5d6e5ef9da5050,4.428571428571429,4
00a6ee75a90222405df9d8d59babc513,d3c044bd42d84a79e3b0c42662806a48,4.111111111111111,4
00a7d14cb10e11b7f7d65120a7e3942f,9b22f7b1cdb025c57df28403bc48edce,2.0,3
00ab80210f1875276065f3c1911a2110,60a82b9f55ecd2035ad8d9c61e2afe18,3.6666666666666665,4
00ae9ea276a5a4335382c9391059ddf2,9545d45c37449ccbc376de3a04c66e71,4.264150943396227,2
00af5c2c9fd47849143be82aea5ab2cf,cd48f265a63e13b762601f5f794c5fca,4.236559139784946,4
00b0595d2b0f0b838edb7fbc749ea644,4c1e109ecdf58453de365d217cefa64c,4.25,4
00b0d21952ae29dfe79db614512a27c2,93ff19f54af8a64683cfe497020c7e4f,5.0,3
00b1066a65657ee1759544f6b61a4e2c,634256dbcd184b3757ffd7632c9fe52a,4.208333333333333,4
00b1d2492b4127598629f19a22a32be8,566d15b940c0d5e7a0a37c82b8ce353f,3.2,3
00b21d737fc7f475c145ca292832385d,186052b3f166a0f7227e78b2d27652d3,3.888888888888889,4
00b2ca23369b68c4d4105ecea9c0cb93,a01d1cbb398e386a4a8f8364401a7584,5.0,4
00b2ee6366438f46105832fd9acaf56f,289eec3989226cd68c6455416caaedc5,5.0,2
00b72937dcd829c0d8ca72ec77cd073c,b9e628152d37d0bb6e3164afd8114ec7,5.0,4
00b742e2f6d8fa571cd560007081d53b,b114bf337c0626166abe574eee9e3f32,3.2222222222222223,4
00bcc55fd3eb23fc001365c5f0c3c3ba,0df80257de6a3154415598a80718fb81,4.5,4
00bd903b65b4c9a1c822887d0b012592,87351480a75abfcf15ec67af64f28ee6,3.6666666666666665,4
00bfe974afd63b30ed282dc69892fb98,422879e10f46682990de24d770e7f83d,3.960743801652893,4
00c07da5ba0e07b4f248a3a373b07476,628b17449083fb34688b2959b80bdecd,3.0,2
00c19498681c665889d1212be870e8df,1c33c71830d320620439a3236a1c4ae1,4.285714285714286,4
00c31de6420048cb3f668c99153debf7,381db5acd0b7163fc12b8efc2fda6e9e,5.0,4
00c4d93157cffc73cb2459f52b89cee4,d10fd5adeab7535975993cbc2ce64b56,1.0,3
00c5610e0f4b339cd3b0cc499937db8d,4aaa2ddc43f64a2db232b71fc4639064,3.571428571428572,4
00ca7e6a87ceddccce3ff015000be61b,f83fd2b539bc73678c65be8d418be8c1,1.0,3
00cc2d4fcb3a1864b4f900741915aa85,9a7c0784b8058269d176b3089c946ed0,4.181818181818182,4
00cc7c54469f4177319d6bb12e883652,a2c75a23c2f838881dd4275c0cec519f,4.4444444444444455,4
00d03b5e33f8987549c5590313a4ef21,4633dfeb3a2588bdb52af32d504b44eb,4.166666666666667,4
00d1e5d82377766dac9f8dc4d4eaf4a8,78ab491fca1a263dc3d1a16833c57016,1.0,3
00d1e5d82377766dac9f8dc4d4eaf4a8,eda9ace7ea76f19d80475c07f44acfbe,1.0,3
00d7812c158831a996a6b3f4698643b5,d33a74e1b6cfc152b6b3f43324d54987,4.777777777777779,4
00d8411c0f5ee4e0a9b8900ea483680e,404a57563d487aecbc2b1a01d9b89aab,2.9259259259259265,3
00d8a60ad2500432d9edd109cfddfd9e,d34347977e0997e8f5635d50e60b3c20,5.0,2
00df047af693b421c167e27932bfd6c5,7650dd3b2dc10798a8cbccc78d9e6e3b,2.8571428571428568,4
00df9d2e50424d103ca8796e4dc7c207,2ac0cca735ca6684053d28a17883b765,3.7142857142857135,4
00e04d8e3aaa5ffab327612642ab4564,e280caebcad1b90e624d461e53c2e800,3.5,4
00e10a3ff1e104902141546420f5a18b,ef7f13c7694be202c48017b71801815c,3.6666666666666665,4
00e151934c812526b4ed6174c8b7b1f7,5411e9269501a870cabf632f05655131,4.35064935064935,4
00e57919b893c89f4d9eee8d06c41f6f,b0961721fd839e9982420e807758a2a6,4.125984251968505,4
00e5ea6932dffb682bd3d5760e84d176,2028bf1b01cafb2d2b1901fca4083222,4.27536231884058,4
00e5fd621e63c426ef718e2174ebedc5,c48aa9017e58836324227e1d2209e9ca,5.0,4
00e67cd18afc92ef0196eb8cdf31fde0,8f4735c09292c695473969af57466365,1.0,3
00e6c1a9e0ea3dbda699b60023a194ac,98ef57aa2a72c64d8b7b53a64b6b6584,5.0,4
00e8cbf31206edcf22b7b118daa13983,189e539d996a9b8ba4bba1a140a024a7,3.75,3
00e8cbf31206edcf22b7b118daa13983,a669398f595527fc03acc1ebda6b3cce,3.0,3
00e984e99fdfd52943156d2d7eb4a5e6,00e437f5e55fc5a62e4ef2f84f41b5fb,5.0,4
00ec5df43edcae768361caa707fded3e,b65d35a9df9e9824ef0ae175b9468161,4.0,4
00ecc71175078e2cac5547a5656e9622,c6ea63369936552872ae890c82175b4b,4.386363636363637,2
00f326313b0a02392c17028f78338df0,a35a9f46dcee0a67c8c7ad8493eb4135,4.04,4
00fb8f6787f67bd33c7e86c9691d2b1c,9f683084a0b0211109fef6e538cb4767,1.0,3
00fb8f6787f67bd33c7e86c9691d2b1c,b8c89bc5fa5dc01a5d0e9d7ff0c6ecdb,3.6666666666666665,3
00fb957ae14ffd35a3211d8aa6d9cf9c,52a8061c8e8e8cea30b41344aac26431,5.0,4
00fb9cc86736fe3782dbc828a2eea4a6,fb55982be901439613a95940feefd9ee,4.154761904761905,4
00ff5e862f825ac56e5fdfaa6b69dc51,c0704b7b41d23540e8576c5e84484dcb,4.25,4
0105c53fe2f742999dcb90ca99f4bfba,bb08ae1ab72eab2720e31508966b7742,5.0,4
0105f445969ca7b8fa2e354bec7a95bd,071b82cad6de748755bb587ff3feec2e,4.8,4
0106cb3b85affbb1c765eef0eac01485,c5f66f76350a831902c397fd9ebcdedc,3.0,4
01093ce2e3723bdb8de583346d76098c,d6d73c1fe2e8c0e3e90e2421ffa4b963,3.7777777777777777,4
0109643e8c9bc5d8d7791439f3fa4259,5b99f79ba0d929b0f3270ab0f0f5911f,3.1666666666666665,4
010bcf93b3363ccf249034e7250266f0,8466762a9393a2b2b1de73f3cf6081a3,3.875,2
010c88e815c8386129e0762691851850,656e0eca68dcecf6a31b8ececfabe3e8,3.971631205673759,3
010fea34d64c9fc635cebbe583f5104a,568e52d4c670b4d5130bae2dbf211c40,4.0,3
0116dc6ddf277eb8413a0393cca11c32,578075103bbe96f4ed89f77852b81b98,1.0,3
0116f610fa1418cda75e0d96e1639a03,d3c044bd42d84a79e3b0c42662806a48,4.111111111111111,4
011733687890faf081be6fde9e7cc7a0,7f457254a89d62960399e075711b3deb,4.0,2
011785063c56f2c239064f603bf02a05,c4baedd846ed09b85f78a781b522f126,4.201342281879195,4
0117fb2675e2936a2e96dee22e8c992b,55b71bf300a2765a382eaec566df531f,4.5,3
011a18cf4e0e74bac46678dd843e3461,4927206e432eb9e2cb9f4d182a16c7d5,4.0,4
011b4adcd54683b480c4d841250a987f,169e1fedd1319ca92e90e057e7123005,4.076923076923077,1
011b4adcd54683b480c4d841250a987f,ed2067a9c1f79553088a3c67b99a9f97,4.4,1
011b7396d7220ca4ff52508adcb6b870,54d9ac713e253fa1fae9c8003b011c2a,4.350877192982456,4
011c3e6b4b11fa8a326a39e78deb6e66,3b123ae5d71b7b0d1b2a3f47c00eec8b,5.0,4
011fd4914a2d19b2a0e50c29cea5c6a2,d6fe3b4ddecd4a8393c6a1385de3bfb6,3.2580645161290325,2
012216caf4f1082ba3fc02e584de9a29,ddc1d8513943b57455b160acf77e6507,4.6,4
0124721bc33e0aa6772b42d4ccfd01db,617186c3d97ea56c9c683a8a3974e8c1,4.3052631578947365,4
0125200158c999d5813b11be482a48da,e0e83e0b538dc1d9a1c6568d3a94034a,4.0,4
012755131a5b785b0ae3291c339a9051,a058bd781185e59b75160f5133afad9b,4.25,4
0129147743b7712da1c4a55a59d0fb16,e03102efbc2229024c89be731f0aedcb,4.188679245283018,3
0129d48dce554d95f641d01eaa88904a,c452ed78936fa240d56b35bc146be876,5.0,4
012b41c1dae00a092474ca48dc764a00,71f0bc096460c175e49cb3826bc8761a,4.0,4
012b41c1dae00a092474ca48dc764a00,a02d0123079f4ae96001ba2010d1a2df,4.160714285714286,4
012ba82b3ff6ea994a4ecc6c848a4782,47a517d507c8d62a3bbc91d747b5b7af,5.0,4
012da9594b65ccb990822802ba0ff2e4,e7cad5e8ed9b92e788262ad710c33bd0,5.0,2
0130a250cff3b3b0649cae3671959139,ce4951e4e9e73626368438f1dbc05dd2,3.0,4
0130baad44d0ccc44bc7526c1ac18c64,5d6bea33648f018dbb563f3a2fab09f3,4.136363636363637,3
0130baad44d0ccc44bc7526c1ac18c64,810e2944bca9850b934e1570ba372e7d,3.911764705882353,3
0130be8e6677174b8184114f98c16b3c,bd7cd34fc6d02e730221b11edc354aae,4.25,3
0134417784b9f85470e635c063152a71,481587fdec29c4d63a801769b4e5c578,4.0,4
013523c76f4749da72a9ccc4a67cb234,3d332427ec9de8802951c8fdd9b69029,1.0,3
01376b24e146a15f52ca8382af02fe62,cec09725da5ed01471d9a505e7389d37,3.9577464788732404,4
0137839e600d4edd0949a8ce7c171164,fe01b643060a6446e59f58e3021e66b3,4.282608695652174,4
0139884762afa50d78fe480646fe92b5,ccf4d6714c4e1c7ea8cf2783aa0373b5,4.5,4
01399b72331afe80cc0c3a982cafb177,25a2985f8f3f93ddf1c1d26847658dad,4.4,4
013a435769899074c568863694560449,25c38557cf793876c5abdd5931f922db,2.631578947368421,2
013ae505c83f5fb1905ed23afdafd3a2,98a8c2fa16d7239c606640f5555768e4,3.6129032258064515,4
013b6090dc49b5fa51196b20ec11f19c,6d9c13461ff3d5e84455aec235969d23,4.333333333333333,4
013dd47ed31ce4de00cb434b2cae5386,a50acd33ba7a8da8e9db65094fa990a4,4.071428571428571,4
013ef03e0f3f408dd9bf555e4edcdc0a,4099923da3407c3d162a829b0aba4b4e,5.0,1
013ef03e0f3f408dd9bf555e4edcdc0a,79e42c4fa2bde6e0c828d23c4fb7df35,3.8333333333333335,1
013f66477aa3210eb05fec3fa184de33,8c464efd8ef90612cb673a5ce7046e8c,2.0,3
0143a04eabe01ceb3a9fe2dde984e2b0,8317b177579dd27ff068b83205e2169b,4.304347826086956,2
01440d8dea55a5d0ed27d26c41044761,783dae38feb9e3a364e24e25168cfa8a,5.0,4
0145b1b14166b43baa374daddffca8fd,7b1e979883929d066ee44e3cef559021,5.0,4
0145bfdfe85402b2249c7437bd297a07,22c5ddc22ea8cae84fc9917def682dc6,4.076923076923077,4
01462a1d33f1b303bead3ec1ae2c4f7e,b1ff030591e1d0e0069e54d11c5c21d5,3.0,2
014f7e8caea3379aa3d30558424ca54f,3918bb60ff48662029ca9f1e1f7b9842,4.0,4
015124b67936296eb7250b38c906a627,2c1cc48126c2bdca9e59a300ade4f1c8,4.333333333333333,4
01512524d623f78040531c0d8e20a772,a8fe47ad6f852f93cc92c7b408687de3,4.0,4
